date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-12-20,7,5,9.6,0,,146.7,14.3,29.6,998.2,
2019-12-21,7,4.4,9.5,1.6,,206.5,11.1,24.1,993.5,
2019-12-22,4.2,2.5,5.5,0,,132.8,12.4,25.9,989.8,
2019-12-23,5.9,4.3,7.2,0.7,,249.4,13.8,35.2,1000.2,
2019-12-24,6,5.3,7.6,3.5,,222.8,13.8,31.5,1009.5,
2019-12-25,5.2,4.7,5.6,1.9,,299.4,13.7,27.8,1013.1,
2019-12-26,4.3,3.6,5.1,1.2,,283.5,14.3,33.3,1022.7,
2019-12-27,2.9,1.7,4.1,0.5,,334.5,11.1,25.9,1029,
2019-12-28,0.4,-1.5,1.7,0,,330.2,9.4,22.2,1041.3,
2019-12-29,-0.8,-2.9,1.8,0,,200.1,10,24.1,1039.2,
2019-12-30,3.1,-0.7,8.2,0,,223,15.4,33.3,1028.5,
2019-12-31,4.8,3,7.1,0,,282.6,19.8,46.3,1027.1,
