date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-12-20,4.4,2.8,6.6,0.4,,164,13.7,27.8,1021.1,
2020-12-21,5.1,3.8,7.4,1.4,,189.5,12.9,31.5,1021,
2020-12-22,9,5.2,11.9,8.7,,228.5,19.8,44.5,1010.1,
2020-12-23,7.7,6.5,9.2,4.9,,171.7,9.7,25.9,1012.3,
2020-12-24,6.6,3.5,8.6,5.1,,268.7,17.9,44.5,1005.2,
2020-12-25,2.5,1.3,3.5,0.2,,314,14.7,29.6,1017.3,
2020-12-26,1.3,-0.1,2.4,0,,238.2,15.4,35.2,1019.3,
2020-12-27,2.1,1.1,3.6,0,,169.9,26,53.7,999.7,
2020-12-28,2.2,1.2,4.3,0.5,,134.7,16.1,42.6,984.3,
2020-12-29,2.3,1,4.1,1.1,,187.1,12.5,27.8,987.8,
2020-12-30,2,0.2,4.3,0,,196.8,13.8,29.6,1001.2,
2020-12-31,2.1,1.2,4.4,0.1,,185,12.8,25.9,1006.1,
