field_type,ID,ID,Location,Date,Time,Comments,Numeric,Numeric,Comments
description,Point count location,Audio file ID,Location in the SAFE landscape,Date of recording,Time of recording,Weather conditions of recording,Research assistant,Research assistant,Notes
units,,,,dd/mm/yy,hh:mm:ss,,Binary,Binary,
method,,,,,,Observation,Research assistant,Research assistant,
field_name,Point_count_ID,Audio_file,Site,Date,Time,Weather,Adi_Syamin,Jani,Notes
524,18_09_06_1,PC0001_0230,B1 602,9/6/2018,07:00:00 PM,dark,1,1,Point count conducted double (already done 30/08/2018) because wrongly checked the schedule when we had to change working plans the evening before because of car troubles
525,18_09_06_2,PC0001_0231,B1 602,9/6/2018,08:00:00 PM,dark,1,1,Point count conducted double (already done 30/08/2018) because wrongly checked the schedule when we had to change working plans the evening before because of car troubles
526,18_09_06_3,PC0001_0232,B1 602,9/6/2018,09:00:00 PM,dark,1,1,NA
527,18_09_06_4,PC0001_0233,B1 602,9/6/2018,10:00:00 PM,dark,1,1,NA
528,18_09_06_5,PC0001_0234,B1 602,9/6/2018,11:00:00 PM,dark,1,1,NA
529,18_09_06_6,PC0001_0235,B1 602,9/6/2018,12:00:00 AM,dark,1,1,NA
530,18_09_08_1,PC0001_0236,OP3 843,9/8/2018,04:00:00 PM,NA,1,0,Jani did not conducted the point count because she already conducted it on 21/08/2018
531,18_09_08_2,PC0001_0237,OP3 843,9/8/2018,05:00:00 PM,NA,1,0,Jani did not conducted the point count because she already conducted it on 21/08/2018
532,18_09_08_3,PC0001_0238,OP3 843,9/8/2018,06:00:00 PM,sunset,1,1,NA
533,18_09_08_4,PC0001_0239,OP3 843,9/8/2018,07:00:00 PM,dark,1,1,NA
534,18_09_08_5,PC0001_0240,OP3 843,9/8/2018,08:00:00 PM,dark,1,1,NA
535,18_09_08_6,PC0001_0241,OP3 843,9/8/2018,09:00:00 PM,dark,1,1,NA
536,18_09_10_1,PC0001_0242,OP Belian,9/10/2018,05:05:00 PM,clouded,0,1,NA
537,18_09_10_2,PC0001_0244,OP Belian,9/10/2018,06:00:00 PM,clouded,0,1,NA
538,18_09_10_3,PC0001_0245,OP Belian,9/10/2018,07:00:00 PM,dark,0,1,NA
539,18_09_10_4,PC0001_0246,OP Belian,9/10/2018,08:00:00 PM,dark,0,1,NA
540,18_09_10_5,PC0001_0247,OP Belian,9/10/2018,09:00:00 PM,dark,0,1,NA
541,18_09_10_6,PC0001_0248,OP Belian,9/10/2018,10:00:00 PM,dark,0,1,NA
542,18_09_14_1,PC0001_0249,Riparian 2,9/14/2018,04:00:00 PM,rainy,1,1,NA
543,18_09_14_2,PC0001_0250,Riparian 2,9/14/2018,05:00:00 PM,rainy,1,1,NA
544,18_09_14_3,PC0001_0251,Riparian 2,9/14/2018,06:00:00 PM,after rain,1,1,NA
545,18_09_14_4,PC0001_0252,Riparian 2,9/14/2018,07:00:00 PM,dark,1,1,NA
546,18_09_14_5,PC0001_0253,Riparian 2,9/14/2018,08:00:00 PM,dark,1,1,NA
547,18_09_14_6,PC0001_0254,Riparian 2,9/14/2018,09:00:00 PM,dark,1,1,NA
548,18_09_18_1,PC0001_0255,B1 602,9/18/2018,09:20:00 AM,sun,1,0,NA
549,18_09_18_2,PC0001_0256,B1 602,9/18/2018,10:00:00 AM,sun,1,0,NA
550,18_09_18_3,PC0001_0257,B1 602,9/18/2018,11:00:00 AM,sun,1,0,NA
551,18_09_18_4,PC0001_0258,B1 602,9/18/2018,12:00:00 PM,sun,1,0,NA
552,18_09_18_5,PC0001_0259,B1 602,9/18/2018,01:00:00 PM,clouded,1,0,NA
553,18_09_18_6,PC0001_0260,B1 602,9/18/2018,02:00:00 PM,drizzle,1,0,NA
554,18_09_21_1,PC0001_0261,D100 641,9/21/2018,04:00:00 PM,clouded,1,0,NA
555,18_09_21_2,PC0001_0263,D100 641,9/21/2018,05:00:00 PM,clouded,1,0,NA
556,18_09_21_3,PC0001_0264,D100 641,9/21/2018,06:00:00 PM,clouded,1,0,NA
557,18_09_21_4,PC0001_0265,D100 641,9/21/2018,07:00:00 PM,dark,1,0,NA
558,18_09_21_5,PC0001_0266,D100 641,9/21/2018,08:00:00 PM,dark,1,0,NA
559,18_09_21_6,PC0001_0267,D100 641,9/21/2018,09:00:00 PM,dark,1,0,NA
560,18_09_25_1,PC0001_0268,OP3 843,9/25/2018,10:00:00 PM,dark,1,0,NA
561,18_09_25_2,PC0001_0269,OP3 843,9/25/2018,11:00:00 PM,dark,1,0,NA
562,18_09_25_3,PC0001_0270,OP3 843,9/25/2018,12:00:00 AM,dark,1,0,NA
563,18_09_25_4,PC0001_0271,OP3 843,9/25/2018,01:00:00 AM,dark,1,0,NA
564,18_09_25_5,PC0001_0272,OP3 843,9/25/2018,02:00:00 AM,dark,1,0,NA
565,18_09_25_6,PC0001_0273,OP3 843,9/25/2018,03:00:00 AM,dark,1,0,NA
566,18_09_27_1,PC0001_0274,OP Belian,9/27/2018,05:00:00 PM,NA,1,0,NA
567,18_09_27_2,PC0001_0275,OP Belian,9/27/2018,06:00:00 PM,NA,1,0,NA
568,18_09_27_3,PC0001_0276,OP Belian,9/27/2018,07:00:00 PM,dark,1,0,NA
569,18_09_27_4,PC0001_0277,OP Belian,9/27/2018,08:00:00 PM,dark,1,0,NA
570,18_09_27_5,PC0001_0278,OP Belian,9/27/2018,09:00:00 PM,dark,1,0,NA
571,18_09_27_6,PC0001_0279,OP Belian,9/27/2018,10:00:00 PM,dark,1,0,NA
572,18_09_29_1,PC0001_0280,B1 602,9/29/2018,01:15:00 AM,dark,1,1,NA
573,18_09_29_2,PC0001_0281,B1 602,9/29/2018,02:00:00 AM,dark,1,1,NA
574,18_09_29_3,PC0001_0282,B1 602,9/29/2018,03:00:00 AM,dark,1,1,NA
575,18_09_29_4,PC0001_0283,B1 602,9/29/2018,04:00:00 AM,dark,1,1,NA
576,18_09_29_5,PC0001_0284,B1 602,9/29/2018,05:00:00 AM,dark,1,1,NA
577,18_09_29_6,PC0001_0285,B1 602,9/29/2018,06:00:00 AM,sunrise,1,1,NA
578,18_10_01_1,PC0001_0286,VJR 2,10/1/2018,06:13:00 AM,sun,1,1,NA
579,18_10_01_2,PC0001_0287,VJR 2,10/1/2018,07:00:00 AM,sun,1,1,NA
580,18_10_01_3,PC0001_0288,VJR 2,10/1/2018,08:00:00 AM,sun,1,1,NA
581,18_10_01_4,PC0001_0289,VJR 2,10/1/2018,09:00:00 AM,sun,1,1,NA
582,18_10_01_5,PC0001_0290,VJR 2,10/1/2018,10:00:00 AM,sun,1,1,NA
583,18_10_01_6,PC0001_0291,VJR 2,10/1/2018,11:00:00 AM,sun,1,1,NA
584,18_10_14_1,PC0001_0292,B1 602,10/14/2018,07:20:00 AM,clouded,0,1,NA
585,18_10_14_2,PC0001_0293,B1 602,10/14/2018,08:00:00 AM,clouded,0,1,NA
586,18_10_14_3,PC0001_0294,B1 602,10/14/2018,09:00:00 AM,clouded,0,1,NA
587,18_10_14_4,PC0001_0295,B1 602,10/14/2018,10:00:00 AM,clouded,0,1,NA
588,18_10_14_5,PC0001_0296,B1 602,10/14/2018,11:00:00 AM,sun,0,1,NA
589,18_10_14_6,PC0001_0297,B1 602,10/14/2018,12:00:00 PM,clouded,0,1,NA
590,18_10_14_7,PC0001_0298,B1 602,10/14/2018,01:00:00 PM,clouded,0,1,NA
591,18_10_17_1,PC0001_0299,OP3 843,10/17/2018,04:03:00 AM,dark,0,1,NA
592,18_10_17_2,PC0001_0300,OP3 843,10/17/2018,05:00:00 AM,dark,0,1,NA
593,18_10_17_3,PC0001_0301,OP3 843,10/17/2018,06:00:00 AM,sunrise,0,1,NA
594,18_10_17_4,PC0001_0302,OP3 843,10/17/2018,07:00:00 AM,sun,0,1,NA
595,18_10_17_5,PC0001_0303,OP3 843,10/17/2018,08:00:00 AM,sun,0,1,NA
596,18_10_17_6,PC0001_0304,OP3 843,10/17/2018,09:00:00 AM,sun,0,1,NA
597,18_10_18_1,PC0001_0305,OP Belian,10/17/2018,11:00:00 PM,dark,0,1,NA
598,18_10_18_2,PC0001_0306,OP Belian,10/18/2018,12:00:00 AM,dark,0,1,NA
599,18_10_18_3,PC0001_0307,OP Belian,10/18/2018,01:00:00 AM,dark,0,1,NA
600,18_10_18_4,PC0001_0308,OP Belian,10/18/2018,02:00:00 AM,dark,0,1,NA
601,18_10_18_5,PC0001_0309,OP Belian,10/18/2018,03:00:00 AM,dark,0,1,NA
602,18_10_18_6,PC0001_0310,OP Belian,10/18/2018,04:00:00 AM,dark,0,1,NA
603,18_10_19_1,PC0001_0311,OP Belian,10/19/2018,05:05:00 AM,dark,0,1,NA
604,18_10_19_2,PC0001_0312,OP Belian,10/19/2018,06:00:00 AM,dawn,0,1,NA
605,18_10_19_3,PC0001_0313,OP Belian,10/19/2018,07:00:00 AM,sun,0,1,NA
606,18_10_19_4,PC0001_0314,OP Belian,10/19/2018,08:00:00 AM,sun,0,1,NA
607,18_10_19_5,PC0001_0315,OP Belian,10/19/2018,09:00:00 AM,sun,0,1,NA
608,18_10_19_6,PC0001_0316,OP Belian,10/19/2018,10:00:00 AM,sun,0,1,NA
609,18_10_25_1,PC0001_0317,B1 602,10/19/2018,02:18:00 PM,sun,0,1,NA
610,18_10_25_2,PC0001_0318,B1 602,10/19/2018,03:00:00 PM,sun,0,1,NA
611,18_10_25_3,PC0001_0319,B1 602,10/19/2018,04:00:00 PM,sun,0,1,NA
612,18_10_25_4,PC0001_0320,B1 602,10/19/2018,05:00:00 PM,sun,0,1,NA
613,18_10_25_5,PC0001_0321,B1 602,10/19/2018,06:00:00 PM,NA,0,1,NA
614,18_10_25_6,PC0001_0322,B1 602,10/19/2018,07:00:00 PM,dark,0,1,NA
615,18_12_17_1,PC0001_0323,E100 edge,12/17/2018,10:15:00 PM,dark,1,1,NA
616,18_12_17_2,PC0001_0324,E100 edge,12/17/2018,11:01:00 PM,dark,1,1,NA
617,18_12_17_3,PC0001_0325,E100 edge,12/18/2018,12:00:00 AM,dark,1,1,NA
618,18_12_17_4,PC0001_0326,E100 edge,12/18/2018,01:00:00 AM,dark,1,1,NA
619,18_12_17_5,PC0001_0327,E100 edge,12/18/2018,02:00:00 AM,dark,1,1,NA
620,18_12_17_6,PC0001_0328,E100 edge,12/18/2018,03:00:00 AM,dark,1,1,NA
621,18_12_19_1,PC0001_0329,B10,12/19/2018,09:17:00 PM,dark,1,1,SD-card full during PC: only 10min recording
622,18_12_19_2,PC0001_0330,B10,12/19/2018,10:04:00 PM,dark,1,1,NA
623,18_12_19_3,PC0001_0331,B10,12/19/2018,11:00:00 PM,dark,1,1,NA
624,18_12_19_4,PC0001_0332,B10,12/20/2018,12:00:00 AM,dark,1,1,NA
625,18_12_19_5,PC0001_0333,B10,12/20/2018,01:00:00 AM,dark,1,1,NA
626,18_12_19_6,PC0001_0334,B10,12/20/2018,02:00:00 AM,dark,1,1,NA
627,18_12_20_1,PC0001_0335,C10 621,12/20/2018,09:20:00 PM,dark,1,1,NA
628,18_12_20_2,PC0001_0336,C10 621,12/20/2018,10:00:00 PM,dark,1,1,NA
629,18_12_20_3,PC0001_0337,C10 621,12/20/2018,11:00:00 PM,dark,1,1,NA
630,18_12_20_4,PC0001_0338,C10 621,12/21/2018,12:00:00 AM,dark,1,1,NA
631,18_12_20_5,PC0001_0339,C10 621,12/21/2018,01:00:00 AM,dark,1,1,NA
632,18_12_20_6,PC0001_0340,C10 621,12/21/2018,02:00:00 AM,dark,1,1,NA
633,18_12_22_1,PC0001_0341,LFE river,12/22/2018,06:00:00 AM,dawn,1,1,NA
634,18_12_22_2,PC0001_0342,LFE river,12/22/2018,07:00:00 AM,rain,1,1,around min 18 rain almost over
635,18_12_22_3,PC0001_0343,LFE river,12/22/2018,08:00:00 AM,clouded,1,1,NA
636,18_12_22_4,PC0001_0344,LFE river,12/22/2018,09:00:00 AM,sun,1,1,NA
637,18_12_22_5,PC0001_0345,LFE river,12/22/2018,10:00:00 AM,sun,1,1,NA
638,18_12_22_6,PC0001_0346,LFE river,12/22/2018,11:00:00 AM,sun,1,1,NA
639,18_12_26_1,PC0001_0347,VJR 2,12/26/2018,06:17:00 PM,sunset,1,1,NA
640,18_12_26_2,PC0001_0348 + PC0001_0349,VJR 2,12/26/2018,07:01:00 PM,dark,1,1,"accidentally stopped the recorder at min 16, 2nd recording started around 16min, 2 recordings for PC2"
641,18_12_26_3,PC0001_0350,VJR 2,12/26/2018,08:00:00 PM,dark,1,1,NA
642,18_12_26_4,PC0001_0351,VJR 2,12/26/2018,09:00:00 PM,dark,1,1,NA
643,18_12_26_5,PC0001_0352,VJR 2,12/26/2018,10:00:00 PM,rain,1,1,thunder
644,18_12_26_6,PC0001_0353,VJR 2,12/26/2018,11:00:00 PM,rain,1,1,thunder
645,18_12_27_1,PC0001_0354,D100 641,12/27/2018,09:07:00 PM,dark,0,1,NA
646,18_12_27_2,PC0001_0355,D100 641,12/27/2018,10:00:00 PM,dark,1,1,"recorder fell off the branch, thunder at min 7 & min 9"
647,18_12_27_3,PC0001_0356,D100 641,12/28/2018,11:01:00 PM,dark,1,1,NA
648,18_12_27_4,PC0001_0357,D100 641,12/28/2018,12:00:00 AM,dark,1,1,NA
649,18_12_27_5,PC0001_0358,D100 641,12/28/2018,01:00:00 AM,dark,1,1,NA
650,18_12_27_6,PC0001_0359,D100 641,12/28/2018,02:00:00 AM,dark,1,1,NA
651,18_12_27_7,PC0001_0360,D100 641,12/28/2018,03:00:00 AM,dark,1,1,NA
652,18_12_28_1,PC0001_0361,C Matrix,12/28/2018,09:00:00 PM,dark,1,1,NA
653,18_12_28_2,PC0001_0362,C Matrix,12/28/2018,10:00:00 PM,dark,1,1,NA
654,18_12_28_3,PC0001_0363,C Matrix,12/28/2018,11:00:00 PM,dark,1,1,NA
655,18_12_28_4,PC0001_0364,C Matrix,12/29/2018,12:00:00 AM,dark,1,1,NA
656,18_12_28_5,PC0001_0365,C Matrix,12/29/2018,01:00:00 AM,dark,1,1,NA
657,18_12_28_6,PC0001_0366,C Matrix,12/29/2018,02:00:00 AM,dark,1,1,NA
658,19_01_02_1,PC0001_0367,C Matrix,1/2/2019,03:00:00 AM,dark,1,1,NA
659,19_01_02_2,PC0001_0368,C Matrix,1/2/2019,04:01:00 AM,dark,1,1,NA
660,19_01_02_3,PC0001_0369,C Matrix,1/2/2019,05:00:00 AM,dark,1,1,NA
661,19_01_02_4,PC0001_0370,C Matrix,1/2/2019,06:00:00 AM,dawn,1,1,NA
662,19_01_02_5,PC0001_0371,C Matrix,1/2/2019,07:00:00 AM,sun,1,1,NA
663,19_01_02_6,PC0001_0372,C Matrix,1/2/2019,08:00:00 AM,sun,1,1,NA
664,19_01_04_1,PC0001_0373,B1 602,1/4/2019,08:00:00 PM,dark,1,1,Had to leave the site because of flooding rain: dangerous to walk through the river
665,19_01_08_1,PC0001_0374,VJR 1,1/8/2019,05:00:00 PM,sun,1,1,NA
666,19_01_08_2,PC0001_0375,VJR 1,1/8/2019,06:00:00 PM,dawn,1,1,NA
667,19_01_08_3,PC0001_0376,VJR 1,1/8/2019,07:00:00 PM,dark,1,1,NA
668,19_01_08_4,PC0001_0377,VJR 1,1/8/2019,08:00:00 PM,dark,1,1,NA
669,19_01_08_5,PC0001_0378,VJR 1,1/8/2019,09:00:00 PM,dark,1,1,NA
670,19_01_08_6,PC0001_0379,VJR 1,1/8/2019,10:00:00 PM,dark,1,1,NA
671,19_01_09_1,PC0001_0380,B1 602,1/9/2019,09:00:00 PM,dark,0,1,NA
672,19_01_09_2,PC0001_0381,B1 602,1/9/2019,10:00:00 PM,dark,0,1,NA
673,19_01_09_3,PC0001_0382,B1 602,1/9/2019,11:00:00 PM,dark,0,1,NA
674,19_01_09_4,PC0001_0383,B1 602,1/10/2019,12:00:00 AM,dark,0,1,NA
675,19_01_09_5,PC0001_0384,B1 602,1/10/2019,01:00:00 AM,dark,0,1,NA
676,19_01_09_6,PC0001_0385,B1 602,1/10/2019,02:00:00 AM,dark,0,1,NA
677,19_01_10_1,PC0001_0386,E1 648,1/10/2019,09:00:00 PM,dark,0,1,NA
678,19_01_10_2,PC0001_0387,E1 648,1/10/2019,10:00:00 PM,dark,0,1,NA
679,19_01_10_3,PC0001_0388,E1 648,1/10/2019,11:00:00 PM,dark,0,1,NA
680,19_01_10_4,PC0001_0389,E1 648,1/11/2019,12:00:00 AM,dark,0,1,NA
681,19_01_10_5,PC0001_0390,E1 648,1/11/2019,01:00:00 AM,dark,0,1,NA
682,19_01_10_6,PC0001_0391,E1 648,1/11/2019,02:00:00 AM,dark,0,1,NA
683,19_01_11_1,PC0001_0392,Riparian 2,1/11/2019,10:13:00 PM,dark,0,1,NA
684,19_01_11_2,PC0001_0393,Riparian 2,1/11/2019,11:00:00 PM,dark,0,1,NA
685,19_01_11_3,PC0001_0394,Riparian 2,1/12/2019,12:00:00 AM,dark,0,1,NA
686,19_01_11_4,PC0001_0395,Riparian 2,1/12/2019,01:00:00 AM,dark,0,1,NA
687,19_01_11_5,PC0001_0396,Riparian 2,1/12/2019,02:00:00 AM,dark,0,1,NA
688,19_01_11_6,PC0001_0397,Riparian 2,1/12/2019,03:00:00 AM,dark,0,1,NA
689,19_01_15_1,PC0001_0398,E100 edge,1/15/2019,04:00:00 AM,dark,0,1,NA
690,19_01_15_2,PC0001_0399,E100 edge,1/15/2019,05:00:00 AM,dark,0,1,NA
691,19_01_15_3,PC0001_0400,E100 edge,1/15/2019,06:00:00 AM,dawn,0,1,NA
692,19_01_15_4,PC0001_0401,E100 edge,1/15/2019,07:00:00 AM,clouded,0,1,NA
693,19_01_15_5,PC0001_0402,E100 edge,1/15/2019,08:00:00 AM,clouded,0,1,NA
694,19_01_15_6,PC0001_0403,E100 edge,1/15/2019,09:00:00 AM,clouded,0,1,NA
695,19_01_16_1,PC0001_0404,B10,1/16/2019,03:00:00 AM,dark,0,1,NA
696,19_01_16_2,PC0001_0405,B10,1/16/2019,04:00:00 AM,dark,0,1,NA
697,19_01_16_3,PC0001_0406,B10,1/16/2019,05:00:00 AM,dark,0,1,NA
698,19_01_16_4,PC0001_0407,B10,1/16/2019,06:00:00 AM,dawn,0,1,NA
699,19_01_16_5,PC0001_0408,B10,1/16/2019,07:00:00 AM,clouded,0,1,NA
700,19_01_16_6,PC0001_0409,B10,1/16/2019,08:00:00 AM,clouded,0,1,"technical error (?) happened with the recorder, only first 2 seconds recorded"
701,19_01_17_1,PC0001_0410,C10 621,1/17/2019,03:00:00 AM,dark,1,1,NA
702,19_01_17_2,PC0001_0411,C10 621,1/17/2019,04:00:00 AM,dark,1,1,NA
703,19_01_17_3,PC0001_0412,C10 621,1/17/2019,05:00:00 AM,dark,1,1,NA
704,19_01_17_4,PC0001_0413,C10 621,1/17/2019,06:00:00 AM,dawn,1,1,NA
705,19_01_17_5,PC0001_0414,C10 621,1/17/2019,07:00:00 AM,clouded,1,1,NA
706,19_01_17_6,PC0001_0415,C10 621,1/17/2019,08:00:00 AM,start sunset,1,1,NA
707,19_01_18_1,PC0001_0416,D Matrix,1/18/2019,03:00:00 AM,dark,1,1,NA
708,19_01_18_2,PC0001_0417,D Matrix,1/18/2019,04:00:00 AM,dark,1,1,SD-card full during PC: only 14:41min recording
709,19_01_18_3,PC0001_0418,D Matrix,1/18/2019,05:00:00 AM,dark,1,1,NA
710,19_01_18_4,PC0001_0419,D Matrix,1/18/2019,06:00:00 AM,dawn,1,1,NA
711,19_01_18_5,PC0001_0420,D Matrix,1/18/2019,07:00:00 AM,sun,1,1,NA
712,19_01_18_6,PC0001_0421,D Matrix,1/18/2019,08:00:00 AM,sun,1,1,NA
713,19_01_19_1,PC0001_0422,VJR 1,1/19/2019,05:00:00 AM,dark,1,1,NA
714,19_01_19_2,PC0001_0423,VJR 1,1/19/2019,06:00:00 AM,dawn,1,1,NA
715,19_01_19_3,PC0001_0424,VJR 1,1/19/2019,07:00:00 AM,sun,1,1,NA
716,19_01_19_4,PC0001_0425,VJR 1,1/19/2019,08:00:00 AM,sun,1,1,NA
717,19_01_19_5,PC0001_0426,VJR 1,1/19/2019,09:00:00 AM,sun,1,1,NA
718,19_01_19_6,PC0001_0427,VJR 1,1/19/2019,10:00:00 AM,sun,1,1,NA
719,19_01_21_1,PC0001_0428,D100 641,1/21/2019,04:00:00 AM,dark,1,1,NA
720,19_01_21_2,PC0001_0429,D100 641,1/21/2019,05:00:00 AM,dark,1,1,NA
721,19_01_21_3,PC0001_0430,D100 641,1/21/2019,06:00:00 AM,dawn,1,1,NA
722,19_01_21_4,PC0001_0431,D100 641,1/21/2019,07:00:00 AM,sun,1,1,NA
723,19_01_21_5,PC0001_0432,D100 641,1/21/2019,08:00:00 AM,sun,1,1,NA
724,19_01_21_6,PC0001_0433,D100 641,1/21/2019,09:00:00 AM,sun,1,1,NA
725,19_01_22_1,PC0001_0434,B1 602,1/22/2019,03:05:00 AM,dark,1,1,NA
726,19_01_22_2,PC0001_0435,B1 602,1/22/2019,04:00:00 AM,dark,1,1,NA
727,19_01_22_3,PC0001_0436,B1 602,1/22/2019,05:00:00 AM,dark,1,1,NA
728,19_01_22_4,PC0001_0437,B1 602,1/22/2019,06:00:00 AM,dawn,1,1,NA
729,19_01_22_5,PC0001_0438,B1 602,1/22/2019,07:00:00 AM,sun,1,1,NA
730,19_01_22_6,PC0001_0439,B1 602,1/22/2019,08:00:00 AM,sun,1,1,NA
731,19_01_23_1,PC0001_0440,E1 648,1/23/2019,03:00:00 AM,dark,1,1,NA
732,19_01_23_2,PC0001_0441,E1 648,1/23/2019,04:00:00 AM,dark,1,1,NA
733,19_01_23_3,PC0001_0442,E1 648,1/23/2019,05:00:00 AM,dark,1,1,NA
734,19_01_23_4,PC0001_0443,E1 648,1/23/2019,06:00:00 AM,dawn,1,1,NA
735,19_01_23_5,PC0001_0444,E1 648,1/23/2019,07:00:00 AM,sun,1,1,NA
736,19_01_23_6,PC0001_0445,E1 648,1/23/2019,08:00:00 AM,sun,1,1,NA
737,19_01_25_1,PC0001_0446,E100 edge,1/25/2019,04:00:00 AM,dark,1,0,NA
738,19_01_25_2,PC0001_0447,E100 edge,1/25/2019,05:00:00 AM,dark,1,0,NA
739,19_01_25_3,PC0001_0448,E100 edge,1/25/2019,06:00:00 AM,dawn,1,0,NA
740,19_01_25_4,PC0001_0449,E100 edge,1/25/2019,07:00:00 AM,sun,1,0,NA
741,19_01_25_5,PC0001_0450,E100 edge,1/25/2019,08:00:00 AM,sun,1,0,NA
742,19_01_25_6,PC0001_0451,E100 edge,1/25/2019,09:00:00 AM,sun,1,0,NA
743,19_01_28_1,PC0001_0452,OP Belian,1/28/2019,06:00:00 AM,dawn,1,1,NA
744,19_01_28_2,PC0001_0453,OP Belian,1/28/2019,07:00:00 AM,clouded,1,1,NA
745,19_01_28_3,PC0001_0454,OP Belian,1/28/2019,08:00:00 AM,clouded,1,1,NA
746,19_01_28_4,PC0001_0455,OP Belian,1/28/2019,09:00:00 AM,clouded,1,1,NA
747,19_01_28_5,PC0001_0456,OP Belian,1/28/2019,10:00:00 AM,clouded,1,1,NA
748,19_01_28_6,PC0001_0457,OP Belian,1/28/2019,11:00:00 AM,clouded,1,1,NA
749,19_01_29_1,PC0001_0458,OP3 843,1/29/2019,06:11:00 AM,dawn,1,1,NA
750,19_01_29_2,PC0001_0459,OP3 843,1/29/2019,07:00:00 AM,sun,1,1,NA
751,19_01_29_3,PC0001_0460,OP3 843,1/29/2019,08:00:00 AM,sun,1,1,NA
752,19_01_29_4,PC0001_0461,OP3 843,1/29/2019,09:00:00 AM,sun,1,1,NA
753,19_01_29_5,PC0001_0462,OP3 843,1/29/2019,10:00:00 AM,clouded,1,1,NA
754,19_01_29_6,PC0001_0463,OP3 843,1/29/2019,11:00:00 AM,sun,1,1,NA
755,19_01_30_1,PC0001_0464,VJR 2,1/30/2019,06:11:00 AM,dawn,1,1,NA
756,19_01_30_2,PC0001_0465,VJR 2,1/30/2019,07:00:00 AM,sun,1,1,"Jani forgot to push 2times the button, only started recording at min 7:20"
757,19_01_30_3,PC0001_0466,VJR 2,1/30/2019,08:00:00 AM,sun,1,1,aborted after 1min bcs needed to return bcs Syamin’s allergy was getting really bad
758,19_01_31_1,PC0001_0467,Riparian 2,1/31/2019,04:10:00 AM,dark,0,1,NA
759,19_01_31_2,PC0001_0468,Riparian 2,1/31/2019,05:00:00 AM,dark,0,1,NA
760,19_01_31_3,PC0001_0469,Riparian 2,1/31/2019,06:00:00 AM,dawn,0,1,NA
761,19_01_31_4,PC0001_0470,Riparian 2,1/31/2019,07:00:00 AM,clouded,0,1,NA
762,19_01_31_5,PC0001_0471,Riparian 2,1/31/2019,08:00:00 AM,sun,0,1,NA
763,19_01_31_6,PC0001_0472+PC0001_0473,Riparian 2,1/31/2019,09:00:00 AM,sun,0,1,recorder full during pc; noticed at min 16 and switched SD card
764,19_02_01_1,PC0001_0474,OP Belian,2/1/2019,12:19:00 PM,sun,1,1,NA
765,19_02_01_2,PC0001_0475,OP Belian,2/1/2019,01:00:00 PM,sun,1,1,NA
766,19_02_01_3,NA,OP Belian,2/1/2019,02:00:00 PM,sun,1,1,No recording found in audio file
767,19_02_01_4,PC0001_0476,OP Belian,2/1/2019,03:00:00 PM,clouded,1,1,rain at min19
768,19_02_01_5,PC0001_0477,OP Belian,2/1/2019,04:00:00 PM,clouded,1,1,rain at 15:24
769,19_02_01_6,PC0001_0478,OP Belian,2/1/2019,05:00:00 PM,clouded,1,1,thunder at 10:19
770,19_02_02_1,PC0001_0479,VJR 2,2/2/2019,08:00:00 AM,sun,1,1,NA
771,19_02_02_2,PC0001_0480,VJR 2,2/2/2019,09:00:00 AM,sun,1,1,NA
772,19_02_02_3,PC0001_0481,VJR 2,2/2/2019,10:00:00 AM,sun,1,1,NA
773,19_02_02_4,PC0001_0482,VJR 2,2/2/2019,11:00:00 AM,sun,1,1,NA
774,19_02_15_1,PC0001_0483,D Matrix,2/15/2019,09:00:00 PM,dark,1,0,NA
775,19_02_15_2,PC0001_0484,D Matrix,2/15/2019,10:00:00 PM,dark,1,0,Recorder fell off the branch at min8
776,19_02_15_3,PC0001_0485,D Matrix,2/15/2019,11:00:00 PM,dark,1,0,NA
777,19_02_15_4,PC0001_0486,D Matrix,2/16/2019,12:00:00 AM,dark,1,0,NA
778,19_02_15_5,PC0001_0487,D Matrix,2/16/2019,01:00:00 AM,dark,1,0,NA
779,19_02_15_6,PC0001_0488,D Matrix,2/16/2019,02:00:00 AM,dark,1,0,NA
780,19_02_19_1,PC0001_0489,OP Belian,2/19/2019,06:15:00 PM,sunset,1,0,NA
781,19_02_19_2,PC0001_0490,OP Belian,2/19/2019,07:00:00 PM,dark,1,0,NA
782,19_02_19_3,PC0001_0491,OP Belian,2/19/2019,08:00:00 PM,dark,1,0,NA
783,19_02_19_4,PC0001_0492,OP Belian,2/19/2019,09:00:00 PM,dark,1,0,NA
784,19_02_19_5,PC0001_0493,OP Belian,2/19/2019,10:00:00 PM,dark,1,0,NA
785,19_02_19_6,PC0001_0494,OP Belian,2/19/2019,11:00:00 PM,dark,1,0,NA
786,19_02_20_1,PC0001_0495,OP3 843,2/20/2019,06:00:00 PM,sunset,1,0,NA
787,19_02_20_2,PC0001_0496,OP3 843,2/20/2019,07:00:00 PM,dark,1,0,NA
788,19_02_20_3,PC0001_0497,OP3 843,2/20/2019,08:00:00 PM,dark,1,0,NA
789,19_02_20_4,PC0001_0498,OP3 843,2/20/2019,09:00:00 PM,dark,1,0,NA
790,19_02_20_5,PC0001_0499,OP3 843,2/20/2019,10:00:00 PM,dark,1,0,NA
791,19_02_20_6,PC0001_0500,OP3 843,2/20/2019,11:00:00 PM,dark,1,0,NA
