field_type,ID,ID,Location,Date,Time,Comments,Numeric,Numeric,Comments
description,Point count location,Audio file ID,Location in the SAFE landscape,Date of recording,Time of recording,Weather conditions of recording,Research assistant,Research assistant,Notes
units,,,,dd/mm/yy,hh:mm:ss,,Binary,Binary,
method,,,,,,Observation,Research assistant,Research assistant,
field_name,Point_count_ID,Audio_file,Site,Date,Time,Weather,Adi_Syamin,Jani,Notes
1068,19_09_14_02,PC0001_0854,E1 648,9/14/2019,07:00:00 PM,dark,1,1,
1069,19_09_14_03,PC0001_0855,E1 648,9/14/2019,08:00:00 PM,dark,1,1,
1070,19_09_14_04,PC0001_0856,E1 648,9/14/2019,09:00:00 PM,dark,1,1,
1071,19_09_14_05,PC0001_0857,E1 648,9/14/2019,10:00:00 PM,dark,1,1,
1072,19_09_14_06,PC0001_0858,E1 648,9/14/2019,11:00:00 PM,dark,1,1,
1073,19_09_17_01,PC0001_0859,VJR 2,9/17/2019,06:00:00 PM,dusk,1,1,
1074,19_09_17_02,PC0001_0860,VJR 2,9/17/2019,07:00:00 PM,dark,1,1,
1075,19_09_17_03,PC0001_0861,VJR 2,9/17/2019,08:00:00 PM,dark,1,1,
1076,19_09_17_04,PC0001_0862,VJR 2,9/17/2019,09:00:00 PM,dark,1,1,
1077,19_09_17_05,PC0001_0863,VJR 2,9/17/2019,10:00:00 PM,dark,1,1,
1078,19_09_17_06,PC0001_0864,VJR 2,9/17/2019,11:00:00 PM,dark,1,1,
1079,19_09_18_01,PC0001_0865,C10 621,9/18/2019,06:00:00 PM,dusk,0,1,
1080,19_09_18_02,PC0001_0866,C10 621,9/18/2019,07:00:00 PM,dark,0,1,
1081,19_09_18_03,PC0001_0867,C10 621,9/18/2019,08:00:00 PM,dark,0,1,
1082,19_09_18_04,PC0001_0868,C10 621,9/18/2019,09:00:00 PM,dark,0,1,
1083,19_09_18_05,PC0001_0869,C10 621,9/18/2019,10:00:00 PM,dark,0,1,
1084,19_09_18_06,PC0001_0870,C10 621,9/18/2019,11:00:00 PM,dark,0,1,
1085,19_09_19_01,PC0001_0871,Riparian 1,9/19/2019,06:00:00 PM,dusk,1,1,
1086,19_09_19_02,PC0001_0872,Riparian 1,9/19/2019,07:00:00 PM,dark,1,1,
1087,19_09_19_03,PC0001_0873,Riparian 1,9/19/2019,08:00:00 PM,dark,1,1,
1088,19_09_19_04,PC0001_0874,Riparian 1,9/19/2019,09:00:00 PM,dark,1,1,
1089,19_09_19_05,PC0001_0875,Riparian 1,9/19/2019,10:00:00 PM,dark,1,1,
1090,19_09_19_06,PC0001_0876,Riparian 1,9/19/2019,11:00:00 PM,dark,1,1,
1091,19_09_20_01,PC0001_0878,C Matrix,9/20/2019,06:01:00 PM,dusk,1,1,
1092,19_09_20_02,PC0001_0879,C Matrix,9/20/2019,07:00:00 PM,dark,1,1,
1093,19_09_20_03,PC0001_0880,C Matrix,9/20/2019,08:00:00 PM,dark,1,1,
1094,19_09_20_04,PC0001_0881,C Matrix,9/20/2019,09:00:00 PM,dark,1,1,
1095,19_09_20_05,PC0001_0882,C Matrix,9/20/2019,10:00:00 PM,dark,1,1,
1096,19_09_20_06,PC0001_0883,C Matrix,9/20/2019,11:00:00 PM,dark,1,1,
1097,19_09_21_01,PC0001_0884,B10,9/21/2019,06:00:00 PM,dusk,1,0,
1098,19_09_21_02,PC0001_0885,B10,9/21/2019,07:00:00 PM,dark,1,0,
1099,19_09_21_03,PC0001_0886,B10,9/21/2019,08:00:00 PM,dark,1,0,
1100,19_09_21_04,PC0001_0887,B10,9/21/2019,09:00:00 PM,dark,1,0,
1101,19_09_21_05,PC0001_0888,B10,9/21/2019,10:00:00 PM,dark,1,0,
1102,19_09_21_06,PC0001_0889,B10,9/21/2019,11:00:00 PM,dark,1,0,
1103,19_09_24_01,PC0001_0890,Riparian 1,9/24/2019,06:00:00 AM,dawn,1,1,
1104,19_09_24_02,PC0001_0891,Riparian 1,9/24/2019,07:00:00 AM,sun,1,1,
1105,19_09_24_03,PC0001_0892,Riparian 1,9/24/2019,08:00:00 AM,sun,1,1,
1106,19_09_24_04,PC0001_0893,Riparian 1,9/24/2019,09:00:00 AM,sun,1,1,
1107,19_09_24_05,PC0001_0894,Riparian 1,9/24/2019,10:00:00 AM,sun,1,1,
1108,19_09_24_06,PC0001_0895,Riparian 1,9/24/2019,11:00:00 AM,sun,1,1,
1109,19_09_25_01,PC0001_0896,C10 621,9/25/2019,06:00:00 PM,dusk,1,0,
1110,19_09_25_02,PC0001_0897,C10 621,9/25/2019,07:00:00 PM,dark,1,0,
1111,19_09_25_03,PC0001_0898,C10 621,9/25/2019,08:00:00 PM,dark,1,0,
1112,19_09_25_04,PC0001_0899,C10 621,9/25/2019,09:00:00 PM,dark,1,0,
1113,19_09_25_05,PC0001_0900,C10 621,9/25/2019,10:00:00 PM,dark,1,0,
1114,19_09_25_06,PC0001_0901,C10 621,9/25/2019,11:00:00 PM,dark,1,0,
1115,19_09_26_01,PC0001_0902,B1 602,9/26/2019,06:00:00 PM,dusk,1,0,
1116,19_09_26_02,PC0001_0903,B1 602,9/26/2019,07:00:00 PM,dark,1,0,
1117,19_09_26_03,PC0001_0904,B1 602,9/26/2019,08:00:00 PM,dark,1,0,
1118,19_09_26_04,PC0001_0905,B1 602,9/26/2019,09:00:00 PM,dark,1,0,
1119,19_09_26_05,PC0001_0906,B1 602,9/26/2019,10:00:00 PM,dark,1,0,
1120,19_09_26_06,PC0001_0907,B1 602,9/26/2019,11:00:00 PM,dark,1,0,
1121,19_09_27_01,PC0001_0908,OP3 843,9/27/2019,06:14:00 PM,dusk,1,0,
1122,19_09_27_02,PC0001_0909,OP3 843,9/27/2019,07:00:00 PM,dark,1,0,
1123,19_09_27_03,PC0001_0910,OP3 843,9/27/2019,08:00:00 PM,dark,1,0,
1124,19_09_27_04,PC0001_0911,OP3 843,9/27/2019,09:00:00 PM,dark,1,0,
1125,19_09_27_05,PC0001_0912,OP3 843,9/27/2019,10:00:00 PM,dark,1,0,
1126,19_09_27_06,PC0001_0913,OP3 843,9/27/2019,11:00:00 PM,dark,1,0,
1127,19_09_28_01,PC0001_0914,D100 641,9/28/2019,07:00:00 PM,dark,1,0,
1128,19_09_28_02,PC0001_0915,D100 641,9/28/2019,08:00:00 PM,dark,1,0,
1129,19_09_28_03,PC0001_0916,D100 641,9/28/2019,09:00:00 PM,dark,1,0,
1130,19_09_28_04,PC0001_0917,D100 641,9/28/2019,10:00:00 PM,dark,1,0,
1131,19_09_28_05,PC0001_0918,D100 641,9/28/2019,11:00:00 PM,dark,1,0,
1132,19_09_30_01,PC0001_0919,E100 edge,9/30/2019,06:00:00 PM,dusk,1,0,
1133,19_09_30_02,PC0001_0920,E100 edge,9/30/2019,07:00:00 PM,dark,1,0,
1134,19_09_30_03,PC0001_0921,E100 edge,9/30/2019,08:00:00 PM,dark,1,0,
1135,19_09_30_04,PC0001_0922,E100 edge,9/30/2019,09:00:00 PM,dark,1,0,
1136,19_09_30_05,PC0001_0923,E100 edge,9/30/2019,10:00:00 PM,dark,1,0,
1137,19_09_30_06,PC0001_0924,E100 edge,9/30/2019,11:00:00 PM,dark,1,0,
1138,19_10_01_01,PC0001_0925,Riparian 2,10/1/2019,06:00:00 PM,dusk,1,0,
1139,19_10_01_02,PC0001_0926,Riparian 2,10/1/2019,07:00:00 PM,dark,1,0,"drizzling from the start, rain at 9:48"
1140,19_10_01_03,PC0001_0927,Riparian 2,10/1/2019,08:00:00 PM,dark,1,0,drizzling
1141,19_10_01_04,PC0001_0928,Riparian 2,10/1/2019,09:00:00 PM,dark,1,0,
1142,19_10_01_05,PC0001_0929,Riparian 2,10/1/2019,10:00:00 PM,dark,1,0,
1143,19_10_01_06,PC0001_0930,Riparian 2,10/1/2019,11:00:00 PM,dark,1,0,
1144,19_10_03_01,PC0001_0931,D100 641,10/3/2019,06:00:00 PM,dusk,1,0,
1145,19_10_07_01,PC0001_0932,OP Belian,10/7/2019,06:00:00 AM,dawn,1,0,
1146,19_10_07_02,PC0001_0933,OP Belian,10/7/2019,07:00:00 AM,sun,1,0,
1147,19_10_07_03,PC0001_0934,OP Belian,10/7/2019,08:00:00 AM,sun,1,0,
1148,19_10_07_04,PC0001_0935,OP Belian,10/7/2019,09:00:00 AM,sun,1,0,
1149,19_10_07_05,PC0001_0936,OP Belian,10/7/2019,10:00:00 AM,sun,1,0,
1150,19_10_07_06,PC0001_0937,OP Belian,10/7/2019,11:00:00 AM,sun,1,0,
1151,19_10_08_01,PC0001_0938,B1 602,10/8/2019,06:00:00 AM,dawn,1,0,
1152,19_10_08_02,PC0001_0939,B1 602,10/8/2019,07:00:00 AM,sun,1,0,
1153,19_10_08_03,PC0001_0940,B1 602,10/8/2019,08:00:00 AM,sun,1,0,
1154,19_10_08_04,PC0001_0941,B1 602,10/8/2019,09:00:00 AM,sun,1,0,
1155,19_10_08_05,PC0001_0942,B1 602,10/8/2019,10:00:00 AM,sun,1,0,
1156,19_10_08_06,PC0001_0943,B1 602,10/8/2019,11:00:00 AM,sun,1,0,
1157,19_10_09_01,PC0001_0944,OP3 843,10/9/2019,06:00:00 AM,dawn,1,0,
1158,19_10_09_02,PC0001_0945,OP3 843,10/9/2019,07:00:00 AM,sun,1,0,
1159,19_10_09_03,PC0001_0946,OP3 843,10/9/2019,08:00:00 AM,sun,1,0,
1160,19_10_09_04,PC0001_0947,OP3 843,10/9/2019,09:00:00 AM,sun,1,0,
1161,19_10_09_05,PC0001_0948,OP3 843,10/9/2019,10:00:00 AM,sun,1,0,
1162,19_10_09_06,PC0001_0949,OP3 843,10/9/2019,11:00:00 AM,sun,1,0,
1163,19_10_10_01,PC0001_0950,C10 621,10/10/2019,06:00:00 AM,dawn,1,0,
1164,19_10_10_02,PC0001_0951,C10 621,10/10/2019,07:00:00 AM,sun,1,0,
1165,19_10_10_03,PC0001_0952,C10 621,10/10/2019,08:00:00 AM,sun,1,0,
1166,19_10_10_04,PC0001_0953,C10 621,10/10/2019,09:00:00 AM,sun,1,0,
1167,19_10_10_05,PC0001_0954,C10 621,10/10/2019,10:00:00 AM,sun,1,0,
1168,19_10_10_06,PC0001_0955,C10 621,10/10/2019,11:00:00 AM,sun,1,0,
1169,19_10_11_01,PC0001_0956,VJR 1,10/11/2019,06:00:00 PM,dusk,1,0,
1170,19_10_11_02,PC0001_0957,VJR 1,10/11/2019,07:00:00 PM,sun,1,0,
1171,19_10_11_03,PC0001_0958,VJR 1,10/11/2019,08:00:00 PM,sun,1,0,
1172,19_10_11_04,PC0001_0959,VJR 1,10/11/2019,09:00:00 PM,sun,1,0,
1173,19_10_11_05,PC0001_0960,VJR 1,10/11/2019,10:00:00 PM,sun,1,0,
1174,19_10_11_06,PC0001_0961,VJR 1,10/11/2019,11:00:00 PM,sun,1,0,
1175,19_10_12_01,PC0001_0962,VJR 2,10/12/2019,06:00:00 AM,dawn,1,0,
1176,19_10_12_02,PC0001_0963,VJR 2,10/12/2019,07:00:00 AM,sun,1,0,
1177,19_10_12_03,PC0001_0964,VJR 2,10/12/2019,08:00:00 AM,sun,1,0,
1178,19_10_12_04,PC0001_0965,VJR 2,10/12/2019,09:00:00 AM,sun,1,0,
1179,19_10_12_05,PC0001_0966,VJR 2,10/12/2019,10:00:00 AM,sun,1,0,
1180,19_10_12_06,PC0001_0967,VJR 2,10/12/2019,11:00:00 AM,sun,1,0,
1181,19_10_14_01,PC0001_0968,D100 641,10/14/2019,06:00:00 AM,dawn,1,0,
1182,19_10_14_02,PC0001_0969,D100 641,10/14/2019,07:00:00 AM,sun,1,0,
1183,19_10_14_03,PC0001_0970,D100 641,10/14/2019,08:00:00 AM,sun,1,0,
1184,19_10_14_04,PC0001_0971,D100 641,10/14/2019,09:00:00 AM,sun,1,0,
1185,19_10_14_05,PC0001_0972,D100 641,10/14/2019,10:00:00 AM,sun,1,0,
1186,19_10_14_06,PC0001_0973,D100 641,10/14/2019,11:00:00 AM,sun,1,0,
1187,19_10_15_01,PC0001_0974,Riparian 2,10/15/2019,06:00:00 AM,dawn,1,0,
1188,19_10_15_02,PC0001_0975,Riparian 2,10/15/2019,07:00:00 AM,sun,1,0,
1189,19_10_15_03,PC0001_0976,Riparian 2,10/15/2019,08:00:00 AM,sun,1,0,
1190,19_10_15_04,PC0001_0977,Riparian 2,10/15/2019,09:00:00 AM,sun,1,0,
1191,19_10_15_05,PC0001_0978,Riparian 2,10/15/2019,10:00:00 AM,sun,1,0,
1192,19_10_15_06,PC0001_0979,Riparian 2,10/15/2019,11:00:00 AM,sun,1,0,drizzles at 9:50
1193,19_10_16_01,PC0001_0980,B10,10/16/2019,06:00:00 AM,dawn,1,0,
1194,19_10_16_02,PC0001_0981,B10,10/16/2019,07:00:00 AM,sun,1,0,
1195,19_10_16_03,PC0001_0982,B10,10/16/2019,08:00:00 AM,sun,1,0,
1196,19_10_16_04,PC0001_0983,B10,10/16/2019,09:00:00 AM,sun,1,0,
1197,19_10_16_05,PC0001_0984,B10,10/16/2019,10:00:00 AM,sun,1,0,
1198,19_10_16_06,PC0001_0985,B10,10/16/2019,11:00:00 AM,sun,1,0,
1199,19_10_17_01,PC0001_0986,B1 602,10/17/2019,06:00:00 AM,dawn,1,0,
1200,19_10_17_02,PC0001_0987,B1 602,10/17/2019,07:00:00 AM,sun,1,0,
1201,19_10_17_03,PC0001_0988,B1 602,10/17/2019,08:00:00 AM,sun,1,0,
1202,19_10_17_04,PC0001_0989,B1 602,10/17/2019,09:00:00 AM,sun,1,0,
1203,19_10_17_05,PC0001_0990,B1 602,10/17/2019,10:00:00 AM,sun,1,0,
1204,19_10_17_06,PC0001_0991,B1 602,10/17/2019,11:00:00 AM,sun,1,0,
1205,19_10_18_01,PC0001_0993,VJR 1,10/18/2019,06:00:00 PM,dusk,1,0,
1206,19_10_18_02,PC0001_0994,VJR 1,10/18/2019,07:00:00 PM,dark,1,0,
1207,19_10_18_03,PC0001_0995,VJR 1,10/18/2019,08:00:00 PM,dark,1,0,
1208,19_10_18_04,PC0001_0996,VJR 1,10/18/2019,09:00:00 PM,dark,1,0,
1209,19_10_18_05,PC0001_0997,VJR 1,10/18/2019,10:00:00 PM,dark,1,0,
1210,19_10_18_06,PC0001_0998,VJR 1,10/18/2019,11:00:00 PM,dark,1,0,
1211,19_10_19_01,PC0001_0999,VJR 1,10/19/2019,06:00:00 AM,dawn,1,0,
1212,19_10_19_02,PC0001_1000,VJR 1,10/19/2019,07:00:00 AM,sun,1,0,
1213,19_10_19_03,PC0001_1001,VJR 1,10/19/2019,08:00:00 AM,sun,1,0,
1214,19_10_19_04,PC0001_1002,VJR 1,10/19/2019,09:00:00 AM,sun,1,0,
1215,19_10_19_05,PC0001_1003,VJR 1,10/19/2019,10:00:00 AM,sun,1,0,
1216,19_10_19_06,PC0001_1004,VJR 1,10/19/2019,11:00:00 AM,sun,1,0,
1217,19_10_20_01,PC0001_1005,VJR 2,10/19/2019,06:00:00 PM,dusk,1,0,
1218,19_10_20_02,PC0001_1006,VJR 2,10/19/2019,07:00:00 PM,dark,1,0,
1219,19_10_20_03,PC0001_1007,VJR 2,10/19/2019,08:00:00 PM,dark,1,0,
1220,19_10_20_04,PC0001_1008,VJR 2,10/19/2019,09:00:00 PM,dark,1,0,
1221,19_10_20_05,PC0001_1009,VJR 2,10/19/2019,10:00:00 PM,dark,1,0,
1222,19_10_20_06,PC0001_1011,VJR 2,10/19/2019,11:00:00 PM,dark,1,0,
1223,19_10_21_01,PC0001_1012,VJR 2,10/20/2019,06:00:00 AM,dawn,1,0,
1224,19_10_21_02,PC0001_1013,VJR 2,10/20/2019,07:00:00 AM,sun,1,0,
1225,19_10_21_03,PC0001_1014,VJR 2,10/20/2019,08:00:00 AM,sun,1,0,
1226,19_10_21_04,PC0001_1015,VJR 2,10/20/2019,09:00:00 AM,sun,1,0,
1227,19_10_21_05,PC0001_1016,VJR 2,10/20/2019,10:00:00 AM,sun,1,0,
1228,19_10_21_06,PC0001_1017,VJR 2,10/20/2019,11:00:00 AM,sun,1,0,
1229,19_10_22_01,PC0001_1018,E100 edge,10/22/2019,06:00:00 AM,dawn,1,0,
1230,19_10_22_02,PC0001_1019,E100 edge,10/22/2019,07:00:00 AM,sun,1,0,
1231,19_10_22_03,PC0001_1020,E100 edge,10/22/2019,08:00:00 AM,sun,1,0,
1232,19_10_22_04,PC0001_1021,E100 edge,10/22/2019,09:00:00 AM,sun,1,0,
1233,19_10_22_05,PC0001_1022,E100 edge,10/22/2019,10:00:00 AM,sun,1,0,
1234,19_10_22_06,PC0001_1023,E100 edge,10/22/2019,11:00:00 AM,sun,1,0,
1235,19_10_23_01,PC0001_1024,Riparian 1,10/23/2019,06:00:00 PM,dusk,1,0,
1236,19_10_23_02,PC0001_1025,Riparian 1,10/23/2019,07:00:00 PM,dark,1,0,
1237,19_10_23_03,PC0001_1026,Riparian 1,10/23/2019,08:00:00 PM,dark,1,0,
1238,19_10_23_04,PC0001_1027,Riparian 1,10/23/2019,09:00:00 PM,dark,1,0,
1239,19_10_23_05,PC0001_1028,Riparian 1,10/23/2019,10:00:00 PM,dark,1,0,
1240,19_10_23_06,PC0001_1029,Riparian 1,10/23/2019,11:00:00 PM,dark,1,0,
1241,19_10_24_01,PC0001_1030,D100 641,10/24/2019,06:00:00 PM,dusk,1,0,
1242,19_10_24_02,PC0001_1031,D100 641,10/24/2019,07:00:00 PM,dark,1,0,
1243,19_10_24_03,PC0001_1032,D100 641,10/24/2019,08:00:00 PM,dark,1,0,
1244,19_10_24_04,PC0001_1033,D100 641,10/24/2019,09:00:00 PM,dark,1,0,
1245,19_10_24_05,PC0001_1034,D100 641,10/24/2019,10:00:00 PM,dark,1,0,
1246,19_10_24_06,PC0001_1035,D100 641,10/24/2019,11:00:00 PM,dark,1,0,
1247,19_10_25_01,PC0001_1036,C10 621,10/25/2019,06:00:00 PM,dusk,1,0,
1248,19_10_25_02,PC0001_1037,C10 621,10/25/2019,07:00:00 PM,dark,1,0,
1249,19_10_25_03,PC0001_1038,C10 621,10/25/2019,08:00:00 PM,dark,1,0,
1250,19_10_25_04,PC0001_1039,C10 621,10/25/2019,09:00:00 PM,dark,1,0,
1251,19_10_25_05,PC0001_1040,C10 621,10/25/2019,10:00:00 PM,dark,1,0,
1252,19_10_25_06,PC0001_1041,C10 621,10/25/2019,11:00:00 PM,dark,1,0,
1253,19_10_26_01,PC0001_1042,E100 edge,10/26/2019,06:00:00 PM,dusk,1,0,
1254,19_10_26_02,PC0001_1043,E100 edge,10/26/2019,07:00:00 PM,dark,1,0,
1255,19_10_26_03,PC0001_1044,E100 edge,10/26/2019,08:00:00 PM,dark,1,0,
1256,19_10_26_04,PC0001_1045,E100 edge,10/26/2019,09:00:00 PM,dark,1,0,"Drizzles at 6:02, rain at 8:00"
1257,19_10_26_05,PC0001_1046,E100 edge,10/26/2019,10:00:00 PM,dark,1,0,"Drizzles until min 5, thunder at 7:45"
1258,19_10_26_06,PC0001_1047,E100 edge,10/26/2019,11:00:00 PM,dark,1,0,After rain
1259,19_10_29_01,PC0001_1048,Riparian 1,10/29/2019,06:00:00 AM,dawn,1,0,
1260,19_10_29_02,PC0001_1049,Riparian 1,10/29/2019,07:00:00 AM,sun,1,0,
1261,19_10_29_03,PC0001_1050,Riparian 1,10/29/2019,08:00:00 AM,sun,1,0,
1262,19_10_29_04,PC0001_1051,Riparian 1,10/29/2019,09:00:00 AM,sun,1,0,
1263,19_10_29_05,PC0001_1052,Riparian 1,10/29/2019,10:00:00 AM,sun,1,0,
1264,19_10_29_06,PC0001_1053,Riparian 1,10/29/2019,11:00:00 AM,sun,1,0,
1265,19_10_30_01,PC0001_1054,E1 648,10/30/2019,06:00:00 AM,sunrise,1,1,
1266,19_10_30_02,PC0001_1055,E1 648,10/30/2019,07:00:00 AM,clouded,1,1,
1267,19_10_30_03,PC0001_1056,E1 648,10/30/2019,08:00:00 AM,clouded/sun,1,1,
1268,19_10_30_04,PC0001_1057,E1 648,10/30/2019,09:00:00 AM,sun,1,1,
1269,19_10_30_05,PC0001_1058,E1 648,10/30/2019,10:00:00 AM,sun,1,1,must be error with the audio because is blank without sound on it
1270,19_10_30_06,PC0001_1059,E1 648,10/30/2019,11:00:00 AM,sun,1,1,must be error with the audio because is blank without sound on it
1271,19_10_31_01,PC0001_1060,OP3 843,10/31/2019,06:00:00 PM,dusk,1,1,
1272,19_10_31_02,PC0001_1061,OP3 843,10/31/2019,07:00:00 PM,dark,1,1,
1273,19_10_31_03,PC0001_1062,OP3 843,10/31/2019,08:00:00 PM,dark,1,1,
1274,19_10_31_04,PC0001_1063,OP3 843,10/31/2019,09:00:00 PM,dark,1,1,
1275,19_10_31_05,PC0001_1064,OP3 843,10/31/2019,10:00:00 PM,dark,1,1,
1276,19_10_31_06,PC0001_1065,OP3 843,10/31/2019,11:00:00 PM,dark,1,1,
1277,19_11_01_01,PC0001_1066,E1 648,11/1/2019,06:00:00 PM,dusk,1,1,
1278,19_11_01_02,PC0001_1067,E1 648,11/1/2019,07:00:00 PM,dark,1,1,
1279,19_11_01_03,PC0001_1068,E1 648,11/1/2019,08:00:00 PM,dark,1,1,
1280,19_11_01_04,PC0001_1069,E1 648,11/1/2019,09:00:00 PM,dark,1,1,"drizzling from start, rain at 16:29"
1281,19_11_01_05,PC0001_1070,E1 648,11/1/2019,10:00:00 PM,dark + rain,1,1,
1282,19_11_01_06,PC0001_1071,E1 648,11/1/2019,11:00:00 PM,dark + rain,1,1,
1283,19_11_02_01,PC0001_1072,B10,11/2/2019,06:03:00 PM,dusk,1,1,
1284,19_11_02_02,PC0001_1073,B10,11/2/2019,07:00:00 PM,dark,1,1,
1285,19_11_02_03,PC0001_1074,B10,11/2/2019,08:00:00 PM,dark,1,1,
1286,19_11_02_04,PC0001_1075,B10,11/2/2019,09:00:00 PM,dark,1,1,
1287,19_11_02_05,PC0001_1076,B10,11/2/2019,10:00:00 PM,dark,1,1,recorder fell off of branch at 13:53
1288,19_11_02_06,PC0001_1077,B10,11/2/2019,11:00:00 PM,dark,1,1,
1289,19_11_04_01,PC0001_1078,C Matrix,11/4/2019,06:00:00 AM,dawn,1,1,
1290,19_11_04_02,PC0001_1079,C Matrix,11/4/2019,07:00:00 AM,clouded,1,1,
1291,19_11_04_03,PC0001_1080,C Matrix,11/4/2019,08:00:00 AM,rain,1,1,
1292,19_11_04_04,PC0001_1081,C Matrix,11/4/2019,09:00:00 AM,rain,1,1,
1293,19_11_04_05,PC0001_1082,C Matrix,11/4/2019,10:00:00 AM,clouded,1,1,
1294,19_11_04_06,PC0001_1083,C Matrix,11/4/2019,11:00:00 AM,clouded,1,1,
1295,19_11_05_01,PC0001_1084,OP3 843,11/5/2019,06:00:00 AM,dawn,1,1,
1296,19_11_05_02,PC0001_1085,OP3 843,11/5/2019,07:00:00 AM,sun,1,1,
1297,19_11_05_03,PC0001_1086,OP3 843,11/5/2019,08:00:00 AM,sun,1,1,
1298,19_11_05_04,PC0001_1087,OP3 843,11/5/2019,09:00:00 AM,sun,1,1,
1299,19_11_05_05,PC0001_1088,OP3 843,11/5/2019,10:00:00 AM,sun,1,1,
1300,19_11_05_06,PC0001_1089,OP3 843,11/5/2019,11:00:00 AM,sun,1,1,
1301,19_11_06_01,PC0001_1090,D Matrix,11/6/2019,06:00:00 AM,dawn,0,1,
1302,19_11_06_02,PC0001_1091,D Matrix,11/6/2019,07:00:00 AM,clouded,0,1,
1303,19_11_06_03,PC0001_1092,D Matrix,11/6/2019,08:00:00 AM,clouded,0,1,
1304,19_11_06_04,PC0001_1093,D Matrix,11/6/2019,09:00:00 AM,clouded,0,1,
1305,19_11_06_05,PC0001_1094,D Matrix,11/6/2019,10:00:00 AM,clouded,0,1,
1306,19_11_06_06,PC0001_1095,D Matrix,11/6/2019,11:00:00 AM,clouded,0,1,
1307,19_11_07_01,PC0001_1096,OP Belian,11/7/2019,06:00:00 AM,dawn,1,1,drizzles at 5:30
1308,19_11_07_02,PC0001_1097,OP Belian,11/7/2019,07:00:00 AM,cloudy,1,1,
1309,19_11_07_03,PC0001_1098,OP Belian,11/7/2019,08:00:00 AM,cloudy,1,1,
1310,19_11_07_04,PC0001_1099,OP Belian,11/7/2019,09:00:00 AM,sun,1,1,
1311,19_11_07_05,PC0001_1100,OP Belian,11/7/2019,10:00:00 AM,sun,1,1,
1312,19_11_07_06,PC0001_1101,OP Belian,11/7/2019,11:00:00 AM,sun,1,1,
1313,19_11_08_01,PC0001_1102,C10 621,11/8/2019,06:00:00 AM,dawn,1,1,recorder fell off of branch at 12:03
1314,19_11_08_02,PC0001_1103,C10 621,11/8/2019,07:00:00 AM,cloudy,1,1,
1315,19_11_08_03,PC0001_1104,C10 621,11/8/2019,08:00:00 AM,cloudy,1,1,
1316,19_11_08_04,PC0001_1105,C10 621,11/8/2019,09:00:00 AM,sun,1,1,
1317,19_11_08_05,PC0001_1106,C10 621,11/8/2019,10:00:00 AM,sun,1,1,
1318,19_11_08_06,PC0001_1107,C10 621,11/8/2019,11:00:00 AM,sun,1,1,
1319,19_11_11_01,PC0001_1108,C Matrix,11/11/2019,06:00:00 PM,dusk,1,1,
1320,19_11_11_02,PC0001_1109,C Matrix,11/11/2019,07:00:00 PM,dark,1,1,
1321,19_11_11_03,PC0001_1110,C Matrix,11/11/2019,08:00:00 PM,dark,1,1,thunder a t 9:14
1322,19_11_11_04,PC0001_1111,C Matrix,11/11/2019,09:00:00 PM,dark,1,1,"thunder at 4:23, 9:58, 17:13"
1323,19_11_11_05,PC0001_1112,C Matrix,11/11/2019,10:00:00 PM,dark,1,1,"thunder at 2:17, 8:01"
1324,19_11_11_06,PC0001_1113,C Matrix,11/11/2019,11:00:00 PM,dark,1,1,
1325,19_11_12_01,PC0001_1114,Riparian 2,11/12/2019,06:00:00 PM,dusk,1,1,
1326,19_11_12_02,PC0001_1115,Riparian 2,11/12/2019,07:00:00 PM,dark,1,1,
1327,19_11_12_03,PC0001_1116,Riparian 2,11/12/2019,08:00:00 PM,dark,1,1,
1328,19_11_12_04,PC0001_1117,Riparian 2,11/12/2019,09:00:00 PM,dark,1,1,
1329,19_11_12_05,PC0001_1118,Riparian 2,11/12/2019,10:00:00 PM,dark,1,1,
1330,19_11_12_06,PC0001_1119,Riparian 2,11/12/2019,11:00:00 PM,dark,1,1,
1331,19_11_13_01,PC0001_1120,B1 602,11/13/2019,06:00:00 PM,dusk,1,1,
1332,19_11_13_02,PC0001_1121,B1 602,11/13/2019,07:00:00 PM,dark,1,1,
1333,19_11_13_03,PC0001_1122,B1 602,11/13/2019,08:00:00 PM,dark,1,1,
1334,19_11_13_04,PC0001_1123,B1 602,11/13/2019,09:00:00 PM,dark,1,1,
1335,19_11_13_05,PC0001_1124,B1 602,11/13/2019,10:00:00 PM,dark,1,1,
1336,19_11_13_06,PC0001_1125,B1 602,11/13/2019,11:00:00 PM,dark,1,1,
1337,19_11_14_01,PC0001_1126,D Matrix,11/14/2019,06:00:00 PM,dusk,1,1,
1338,19_11_14_02,PC0001_1127,D Matrix,11/14/2019,07:00:00 PM,dark,1,1,
1339,19_11_14_03,PC0001_1128,D Matrix,11/14/2019,08:00:00 PM,dark,1,1,
1340,19_11_14_04,PC0001_1129,D Matrix,11/14/2019,09:00:00 PM,dark,1,1,
1341,19_11_14_05,PC0001_1130,D Matrix,11/14/2019,10:00:00 PM,dark,1,1,
1342,19_11_14_06,PC0001_1131,D Matrix,11/14/2019,11:00:00 PM,dark,1,1,
1343,19_11_15_01,PC0001_1132,OP Belian,11/15/2019,06:00:00 PM,dusk,1,1,
1344,19_11_15_02,PC0001_1133,OP Belian,11/15/2019,07:00:00 PM,dark,1,1,
